sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.165,210.211.186.114,2787,6667,6,2,48,48,96,48.0,0.0,3.0040550231933594,3.0040550231933594,3.0040550231933594,3.0040550231933594,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,195.113.232.82,4860,80,6,4,48,40,176,44.0,4.0,0.0006361007690429688,0.00020503997802734375,0.0010781288146972656,0.0003593762715657552,0.00019610797321081136,2,0.6666666666666666,3,48,40,128,42.666666666666664,3.771236166328277,48,1,48,48,48,48,0.0,48,
147.32.84.165,209.85.225.27,1904,25,6,3,48,48,144,48.0,0.0,6.019169092178345,2.9103899002075195,8.929558992385864,4.464779496192932,1.5543895959854126,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,98.139.54.60,2526,25,6,3,48,48,144,48.0,0.0,6.018935918807983,3.009442090988159,9.028378009796143,4.514189004898071,1.504746913909912,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,4235,4506,6,6,48,48,288,48.0,0.0,13.719837188720703,3.004826784133911,31.745773792266846,6.349154758453369,3.9224415746861214,0,0.0,6,48,48,288,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.125.67.27,2900,25,6,3,48,48,144,48.0,0.0,6.008810043334961,3.0040600299835205,9.012870073318481,4.506435036659241,1.5023750066757202,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,62.213.110.35,4829,25,6,3,48,48,144,48.0,0.0,6.010869026184082,3.005018949508667,9.015887975692749,4.5079439878463745,1.5029250383377075,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,1612,4506,6,3,48,48,144,48.0,0.0,6.006009817123413,3.007107973098755,9.013117790222168,4.506558895111084,1.499450922012329,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.227.27,3619,25,6,3,48,48,144,48.0,0.0,6.008419990539551,3.0048928260803223,9.013312816619873,4.5066564083099365,1.5017635822296143,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,2980,25,6,3,48,48,144,48.0,0.0,6.019366025924683,2.9622650146484375,8.98163104057312,4.49081552028656,1.5285505056381226,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,186.202.4.42,2073,25,6,3,48,48,144,48.0,0.0,6.0087690353393555,3.004477024078369,9.013246059417725,4.506623029708862,1.5021460056304932,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,161.58.16.34,2139,25,6,3,48,48,144,48.0,0.0,5.926498174667358,2.92195200920105,8.848450183868408,4.424225091934204,1.5022730827331543,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.86.93.226,3329,25,6,3,48,48,144,48.0,0.0,6.008774995803833,3.004199981689453,9.012974977493286,4.506487488746643,1.50228750705719,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.59.194,1798,25,6,3,48,48,144,48.0,0.0,5.908300161361694,3.004865884780884,8.913166046142578,4.456583023071289,1.4517171382904053,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,174.133.57.141,2406,80,6,11,1500,40,2579,234.45454545454547,419.62956903275006,0.16349101066589355,1.4066696166992188e-05,0.4845271110534668,0.04845271110534668,0.07356204861408955,5,0.5,6,398,40,606,101.0,132.85455706649032,48,5,1500,40,1973,394.6,564.9749020974294,48,
147.32.84.165,92.63.96.236,1302,25,6,3,48,48,144,48.0,0.0,6.008839130401611,2.980710983276367,8.989550113677979,4.494775056838989,1.514064073562622,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,65.55.92.184,3476,25,6,3,48,48,144,48.0,0.0,6.0083229541778564,3.0042190551757812,9.012542009353638,4.506271004676819,1.5020519495010376,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.237.139,1326,25,6,3,48,48,144,48.0,0.0,6.011341094970703,3.0040957927703857,9.015436887741089,4.507718443870544,1.5036226511001587,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,3768,4506,6,3,48,48,144,48.0,0.0,6.009541988372803,3.004448175430298,9.0139901638031,4.50699508190155,1.5025469064712524,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,98.139.54.60,2409,25,6,3,48,48,144,48.0,0.0,6.008737087249756,3.00409197807312,9.012829065322876,4.506414532661438,1.5023225545883179,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.237.64,3415,25,6,3,48,48,144,48.0,0.0,6.00861382484436,3.003911018371582,9.012524843215942,4.506262421607971,1.5023514032363892,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.65,4340,25,6,3,48,48,144,48.0,0.0,6.008706092834473,3.0043399333953857,9.013046026229858,4.506523013114929,1.5021830797195435,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,65.19.178.10,2079,53,17,5,497,57,740,148.0,174.52449684786376,9060.333829164505,0.17383193969726562,9954.627661943436,2488.656915485859,3811.6641687055803,3,0.75,3,64,57,179,59.666666666666664,3.091206165165251,57,2,497,64,561,280.5,216.5,497,
147.32.84.165,209.85.225.27,3951,25,6,3,48,48,144,48.0,0.0,6.01029109954834,3.0026819705963135,9.012973070144653,4.506486535072327,1.5038045644760132,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,161.58.16.34,4868,25,6,3,48,48,144,48.0,0.0,6.008694887161255,3.0041680335998535,9.012862920761108,4.506431460380554,1.5022634267807007,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,122.218.153.19,2139,6667,6,2,48,48,96,48.0,0.0,3.004595994949341,3.004595994949341,3.004595994949341,3.004595994949341,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,173.192.170.88,3752,80,6,7,301,40,744,106.28571428571429,101.74297348250258,32.77389597892761,0.0003268718719482422,33.177842140197754,5.529640356699626,12.18433068515,4,0.6666666666666666,4,227,40,355,88.75,79.8854648856724,48,3,301,40,389,129.66666666666666,121.19497606015781,48,
147.32.84.165,209.85.143.27,4139,25,6,3,48,48,144,48.0,0.0,6.008664131164551,3.0041019916534424,9.012766122817993,4.506383061408997,1.5022810697555542,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,77.238.177.9,4265,25,6,3,48,48,144,48.0,0.0,6.008436918258667,2.981995105743408,8.990432024002075,4.495216012001038,1.5132209062576294,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.143.27,3225,25,6,3,48,48,144,48.0,0.0,6.009307146072388,3.004117965698242,9.01342511177063,4.506712555885315,1.5025945901870728,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.190.1,3212,25,6,3,48,48,144,48.0,0.0,6.008936882019043,3.0041699409484863,9.01310682296753,4.506553411483765,1.5023834705352783,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.222.8.74,1300,443,6,3,48,48,144,48.0,0.0,6.008525133132935,2.9741740226745605,8.982699155807495,4.491349577903748,1.517175555229187,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,173.192.170.88,3285,80,6,28,1370,40,3834,136.92857142857142,256.41107182628065,31.64970588684082,5.0067901611328125e-06,39.50797891616821,1.4632584783766005,5.992919847872318,19,0.7037037037037037,13,267,40,755,58.07692307692308,60.348298731309015,48,15,1370,40,3079,205.26666666666668,330.9260676075885,48,
147.32.84.165,188.93.23.170,4641,25,6,3,48,48,144,48.0,0.0,6.008239984512329,3.0048320293426514,9.01307201385498,4.50653600692749,1.5017039775848389,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,1716,4506,6,3,48,48,144,48.0,0.0,6.008821964263916,3.004163980484009,9.012985944747925,4.506492972373962,1.5023289918899536,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,65.55.92.136,1531,25,6,3,48,48,144,48.0,0.0,6.0085859298706055,3.004674196243286,9.013260126113892,4.506630063056946,1.5019558668136597,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,93.190.205.1,2077,53,17,2,199,61,260,130.0,69.0,0.0688018798828125,0.0688018798828125,0.0688018798828125,0.0688018798828125,0.0,1,1.0,1,61,61,61,61,0.0,61,1,199,199,199,199,0.0,199,
147.32.84.165,222.23.100.200,3423,6667,6,2,48,48,96,48.0,0.0,3.0072290897369385,3.0072290897369385,3.0072290897369385,3.0072290897369385,0.0,0,0.0,2,48,48,96,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.174.7,3987,4506,6,3,48,48,144,48.0,0.0,6.011096000671387,3.003993034362793,9.01508903503418,4.50754451751709,1.5035514831542969,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,174.133.57.141,4154,80,6,11,1500,40,2579,234.45454545454547,419.62956903275006,0.162675142288208,6.9141387939453125e-06,0.47324705123901367,0.04732470512390137,0.07205705451783384,5,0.5,6,398,40,606,101.0,132.85455706649032,48,5,1500,40,1973,394.6,564.9749020974294,48,
147.32.84.165,174.133.57.141,3259,80,6,12,1500,40,2619,218.25,405.3435014486684,0.2813608646392822,4.0531158447265625e-06,0.7011821269989014,0.06374382972717285,0.08738913951022483,7,0.6363636363636364,6,398,40,606,101.0,132.85455706649032,48,6,1500,40,2013,335.5,532.4107906494759,48,
147.32.84.165,67.231.152.37,4037,25,6,3,48,48,144,48.0,0.0,6.0190229415893555,3.0095810890197754,9.02860403060913,4.514302015304565,1.50472092628479,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.222.3.26,1163,443,6,6,48,40,264,44.0,4.0,0.42751193046569824,0.17348313331604004,1.3755898475646973,0.27511796951293943,0.12388837878029407,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40,
147.32.84.165,67.214.158.5,4631,80,6,10,636,40,1590,159.0,234.05512171281364,0.10339879989624023,5.9604644775390625e-06,0.32644200325012207,0.03627133369445801,0.047452632118762085,5,0.5555555555555556,5,618,40,786,157.2,230.42083239151796,48,5,636,40,804,160.8,237.62020116143324,48,
147.32.84.165,115.184.216.90,1070,3128,6,3,48,48,144,48.0,0.0,6.008129835128784,2.9846930503845215,8.992822885513306,4.496411442756653,1.5117183923721313,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,3142,25,6,3,48,48,144,48.0,0.0,5.9085869789123535,3.0038440227508545,8.912431001663208,4.456215500831604,1.4523714780807495,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.237.64,2684,25,6,3,48,48,144,48.0,0.0,6.0087010860443115,3.004467010498047,9.013168096542358,4.506584048271179,1.5021170377731323,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,4856,25,6,3,48,48,144,48.0,0.0,6.009052038192749,3.0042078495025635,9.013259887695312,4.506629943847656,1.5024220943450928,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,109.206.161.90,2077,53,17,2,149,53,202,101.0,48.0,0.17602801322937012,0.17602801322937012,0.17602801322937012,0.17602801322937012,0.0,1,1.0,1,53,53,53,53,0.0,53,1,149,149,149,149,0.0,149,
147.32.84.165,81.176.232.101,2079,53,17,2,209,58,267,133.5,75.5,0.06448888778686523,0.06448888778686523,0.06448888778686523,0.06448888778686523,0.0,1,1.0,1,58,58,58,58,0.0,58,1,209,209,209,209,0.0,209,
147.32.84.165,65.55.37.88,1816,25,6,3,48,48,144,48.0,0.0,6.009055137634277,3.003973960876465,9.013029098510742,4.506514549255371,1.5025405883789062,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.48.143.201,2079,53,17,2,167,55,222,111.0,56.0,0.07176399230957031,0.07176399230957031,0.07176399230957031,0.07176399230957031,0.0,1,1.0,1,55,55,55,55,0.0,55,1,167,167,167,167,0.0,167,
147.32.84.165,91.209.127.15,2077,53,17,6,59,55,342,57.0,1.6329931618554057,120.92213702201843,0.003598928451538086,121.12836694717407,24.225673389434814,48.348250592824925,3,0.6,3,59,55,171,57.0,1.6329931618554057,57,3,59,55,171,57.0,1.6329931618554057,57,
147.32.84.165,66.33.206.206,2077,53,17,2,95,79,174,87.0,8.0,0.18246197700500488,0.18246197700500488,0.18246197700500488,0.18246197700500488,0.0,1,1.0,1,79,79,79,79,0.0,79,1,95,95,95,95,0.0,95,
147.32.84.165,173.192.170.88,3165,80,6,11,435,40,1151,104.63636363636364,133.32276128885852,4.888459920883179,0.0002551078796386719,13.680399179458618,1.3680399179458618,1.7696905861925936,6,0.6,7,435,40,691,98.71428571428571,137.3324582232207,48,4,332,40,460,115.0,125.32757078951144,48,
147.32.84.165,209.85.143.27,2655,25,6,3,48,48,144,48.0,0.0,6.0085039138793945,3.0043461322784424,9.012850046157837,4.5064250230789185,1.502078890800476,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,65.55.37.88,3514,25,6,3,48,48,144,48.0,0.0,6.008013010025024,2.904989004135132,8.913002014160156,4.456501007080078,1.5515120029449463,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.92.165.14,2077,53,17,2,183,57,240,120.0,63.0,0.06714105606079102,0.06714105606079102,0.06714105606079102,0.06714105606079102,0.0,1,1.0,1,57,57,57,57,0.0,57,1,183,183,183,183,0.0,183,
147.32.84.165,79.171.22.227,1926,25,6,3,48,48,144,48.0,0.0,6.009047985076904,3.004256010055542,9.013303995132446,4.506651997566223,1.5023959875106812,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,4493,25,6,3,48,48,144,48.0,0.0,6.009117126464844,2.9438400268554688,8.952957153320312,4.476478576660156,1.5326385498046875,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,77.246.144.5,2079,53,17,2,228,61,289,144.5,83.5,0.05633401870727539,0.05633401870727539,0.05633401870727539,0.05633401870727539,0.0,1,1.0,1,61,61,61,61,0.0,61,1,228,228,228,228,0.0,228,
147.32.84.165,173.192.170.88,4191,80,6,3,48,48,144,48.0,0.0,6.008486032485962,3.0005578994750977,9.00904393196106,4.50452196598053,1.5039640665054321,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.6.136.65,1226,25,6,3,48,48,144,48.0,0.0,6.009046792984009,3.004225015640259,9.013271808624268,4.506635904312134,1.502410888671875,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,83.136.235.194,4805,25,6,3,48,48,144,48.0,0.0,6.006428003311157,3.0058069229125977,9.012234926223755,4.506117463111877,1.5003105401992798,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,66.94.237.64,4406,25,6,3,48,48,144,48.0,0.0,6.008402109146118,3.0043699741363525,9.01277208328247,4.506386041641235,1.5020160675048828,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,2500,25,6,3,48,48,144,48.0,0.0,6.004012823104858,2.9645960330963135,8.968608856201172,4.484304428100586,1.5197083950042725,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,193.36.41.100,2077,53,17,2,154,61,215,107.5,46.5,0.11218500137329102,0.11218500137329102,0.11218500137329102,0.11218500137329102,0.0,1,1.0,1,61,61,61,61,0.0,61,1,154,154,154,154,0.0,154,
147.32.84.165,77.243.96.10,2377,25,6,3,48,48,144,48.0,0.0,6.008673906326294,3.0042781829833984,9.012952089309692,4.506476044654846,1.5021978616714478,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,65.54.188.94,2877,25,6,3,48,48,144,48.0,0.0,6.005511999130249,3.0077478885650635,9.013259887695312,4.506629943847656,1.4988820552825928,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,217.151.130.34,2079,53,17,2,195,70,265,132.5,62.5,0.05509495735168457,0.05509495735168457,0.05509495735168457,0.05509495735168457,0.0,1,1.0,1,70,70,70,70,0.0,70,1,195,195,195,195,0.0,195,
147.32.84.165,195.146.67.100,2079,53,17,2,211,60,271,135.5,75.5,0.07014989852905273,0.07014989852905273,0.07014989852905273,0.07014989852905273,0.0,1,1.0,1,60,60,60,60,0.0,60,1,211,211,211,211,0.0,211,
147.32.84.165,89.104.70.11,2077,53,17,4,171,57,450,112.5,53.6353428254169,1651.6081020832062,0.0669560432434082,1651.742264032364,550.5807546774546,778.5439036224503,3,1.0,2,61,57,118,59.0,2.0,61,2,171,161,332,166.0,5.0,171,
147.32.84.165,216.239.34.18,2079,53,17,2,273,58,331,165.5,107.5,0.01944899559020996,0.01944899559020996,0.01944899559020996,0.01944899559020996,0.0,1,1.0,1,58,58,58,58,0.0,58,1,273,273,273,273,0.0,273,
147.32.84.165,46.4.74.165,4959,25,6,6,48,48,288,48.0,0.0,484.5998878479004,3.004189968109131,502.6260919570923,100.52521839141846,192.04203596807457,0,0.0,6,48,48,288,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.225.27,1765,25,6,6,48,48,288,48.0,0.0,8174.8929579257965,3.0031840801239014,8192.918579101562,1638.5837158203126,3268.154897348967,0,0.0,6,48,48,288,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,156.154.126.65,2077,53,17,12,140,54,1111,92.58333333333333,32.95061540480779,6805.930015087128,0.02121901512145996,10806.206137895584,982.3823761723258,1935.9565577490523,11,1.0,6,69,54,363,60.5,4.716990566028302,63,6,140,108,748,124.66666666666667,9.516068282413423,127,
147.32.84.165,64.12.90.1,1389,25,6,3,48,48,144,48.0,0.0,6.008302211761475,3.0045828819274902,9.012885093688965,4.506442546844482,1.5018596649169922,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.33,4009,25,6,3,48,48,144,48.0,0.0,6.008915901184082,3.004648208618164,9.013564109802246,4.506782054901123,1.502133846282959,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,91.218.229.219,2079,53,17,2,188,59,247,123.5,64.5,0.0634908676147461,0.0634908676147461,0.0634908676147461,0.0634908676147461,0.0,1,1.0,1,59,59,59,59,0.0,59,1,188,188,188,188,0.0,188,
147.32.84.165,62.73.4.5,2079,53,17,2,143,59,202,101.0,42.0,0.02904200553894043,0.02904200553894043,0.02904200553894043,0.02904200553894043,0.0,1,1.0,1,59,59,59,59,0.0,59,1,143,143,143,143,0.0,143,
147.32.84.165,65.55.92.152,4886,25,6,3,48,48,144,48.0,0.0,6.008682012557983,3.0011141300201416,9.009796142578125,4.5048980712890625,1.503783941268921,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.222.3.26,1769,443,6,6,48,40,264,44.0,4.0,0.42472004890441895,0.17905306816101074,1.3816230297088623,0.27632460594177244,0.11890270148067841,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40,
147.32.84.165,209.85.225.27,4011,25,6,3,48,48,144,48.0,0.0,5.919076919555664,3.011831045150757,8.930907964706421,4.4654539823532104,1.4536229372024536,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.143.27,2668,25,6,3,48,48,144,48.0,0.0,6.008623838424683,3.004124164581299,9.012748003005981,4.506374001502991,1.502249836921692,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,212.117.171.138,1506,65500,6,24,68,40,1042,43.416666666666664,6.116348765580851,36.64361119270325,1.2874603271484375e-05,68.82228517532349,2.9922732684923257,8.689606576357752,16,0.6956521739130435,14,50,40,588,42.0,3.545621041711687,48,10,68,40,454,45.4,8.089499366462677,48,
147.32.84.165,78.140.170.176,1141,25,6,3,48,48,144,48.0,0.0,6.008589029312134,3.0046398639678955,9.01322889328003,4.506614446640015,1.5019745826721191,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,82.146.41.202,2079,53,17,2,427,58,485,242.5,184.5,0.05755805969238281,0.05755805969238281,0.05755805969238281,0.05755805969238281,0.0,1,1.0,1,58,58,58,58,0.0,58,1,427,427,427,427,0.0,427,
147.32.84.165,194.85.217.2,2079,53,17,2,383,53,436,218.0,165.0,0.06335282325744629,0.06335282325744629,0.06335282325744629,0.06335282325744629,0.0,1,1.0,1,53,53,53,53,0.0,53,1,383,383,383,383,0.0,383,
147.32.84.165,122.224.6.164,1045,82,6,150,1500,40,134988,899.92,715.4843629318533,2.6446988582611084,4.0531158447265625e-06,7.599358081817627,0.05100240323367535,0.24456152440757786,65,0.436241610738255,59,225,40,2553,43.271186440677965,23.88448933504228,48,91,1500,40,132435,1455.3296703296703,243.26912944196624,52,
147.32.84.165,205.188.190.1,1037,25,6,3,48,48,144,48.0,0.0,6.008979082107544,3.0042049884796143,9.013184070587158,4.506592035293579,1.5023870468139648,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,74.125.67.27,1667,25,6,3,48,48,144,48.0,0.0,6.008476972579956,2.905086040496826,8.913563013076782,4.456781506538391,1.551695466041565,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,173.192.170.88,1707,80,6,11,1500,40,3921,356.45454545454544,548.5056332910958,4.244847774505615,7.152557373046875e-06,7.855078935623169,0.7855078935623169,1.4492213249769212,6,0.6,6,267,40,483,80.5,83.48203399534538,48,5,1500,40,3438,687.6,672.6715691925741,48,
147.32.84.165,70.61.177.124,2282,25,6,3,48,48,144,48.0,0.0,6.008198022842407,3.0035219192504883,9.011719942092896,4.505859971046448,1.5023380517959595,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.65,4319,25,6,3,48,48,144,48.0,0.0,6.010237216949463,3.0040578842163086,9.014295101165771,4.507147550582886,1.5030896663665771,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.143.27,4387,25,6,3,48,48,144,48.0,0.0,6.008678913116455,3.004232883453369,9.012911796569824,4.506455898284912,1.502223014831543,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,64.12.90.33,3622,25,6,3,48,48,144,48.0,0.0,6.008484125137329,2.972078800201416,8.980562925338745,4.490281462669373,1.5182026624679565,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,199.91.36.34,2913,25,6,3,48,48,144,48.0,0.0,6.00776481628418,2.984649181365967,8.992413997650146,4.496206998825073,1.5115578174591064,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,209.85.229.27,4495,25,6,3,48,48,144,48.0,0.0,6.01104211807251,3.0040340423583984,9.015076160430908,4.507538080215454,1.5035040378570557,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,199.212.0.73,2079,53,17,2,139,72,211,105.5,33.5,0.12163805961608887,0.12163805961608887,0.12163805961608887,0.12163805961608887,0.0,1,1.0,1,72,72,72,72,0.0,72,1,139,139,139,139,0.0,139,
147.32.84.165,68.142.202.129,3241,25,6,3,48,48,144,48.0,0.0,5.1283118724823,3.88211989402771,9.01043176651001,4.505215883255005,0.6230959892272949,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,188.72.216.51,1744,6667,6,6,48,40,264,44.0,4.0,0.4801170825958252,0.020631074905395508,1.0220608711242676,0.20441217422485353,0.22493044749985472,5,1.0,3,48,48,144,48.0,0.0,48,3,40,40,120,40.0,0.0,40,
147.32.84.165,217.71.227.146,2077,53,17,2,141,53,194,97.0,44.0,0.0582270622253418,0.0582270622253418,0.0582270622253418,0.0582270622253418,0.0,1,1.0,1,53,53,53,53,0.0,53,1,141,141,141,141,0.0,141,
147.32.84.165,209.191.88.254,4001,25,6,3,48,48,144,48.0,0.0,6.008685827255249,3.0042829513549805,9.01296877861023,4.506484389305115,1.5022014379501343,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,205.188.190.1,1181,25,6,3,48,48,144,48.0,0.0,5.9087769985198975,3.0036299228668213,8.912406921386719,4.456203460693359,1.452573537826538,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,62.128.158.226,4580,25,6,3,48,48,144,48.0,0.0,6.008588075637817,3.004262924194336,9.012850999832153,4.506425499916077,1.5021625757217407,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,98.139.54.60,3141,25,6,3,48,48,144,48.0,0.0,5.908530950546265,3.004431962966919,8.912962913513184,4.456481456756592,1.4520494937896729,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,117.199.114.136,1646,6667,6,1,48,48,48,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,48,48,48,48,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,217.199.216.145,2077,53,17,2,357,55,412,206.0,151.0,0.05725407600402832,0.05725407600402832,0.05725407600402832,0.05725407600402832,0.0,1,1.0,1,55,55,55,55,0.0,55,1,357,357,357,357,0.0,357,
147.32.84.165,83.222.31.34,2079,53,17,2,202,58,260,130.0,72.0,0.05527901649475098,0.05527901649475098,0.05527901649475098,0.05527901649475098,0.0,1,1.0,1,58,58,58,58,0.0,58,1,202,202,202,202,0.0,202,
147.32.84.165,205.188.190.1,1207,25,6,3,48,48,144,48.0,0.0,6.00904393196106,3.003926992416382,9.012970924377441,4.506485462188721,1.5025584697723389,0,0.0,3,48,48,144,48.0,0.0,48,0,0,0,0,0,0.0,0,
147.32.84.165,81.91.164.5,2079,53,17,14,236,52,1702,121.57142857142857,65.93255675928492,7547.124627113342,0.0002491474151611328,15638.633422851562,1202.9718017578125,2662.518351619114,11,0.8461538461538461,7,70,52,433,61.857142857142854,5.66766697853643,52,7,236,121,1269,181.28571428571428,39.12147486890509,181,
